1,JACKSON,AUSTIN,126,183.4,150,10/01/2012,Weekday,"(41.87632184, -87.77410482)"
2,JACKSON,MAYFIELD (EXTENDED),126,5.3,0.2,10/01/2012,Weekday,"(41.87706679, -87.77131794)"
3,JACKSON,MENARD,126,8.3,0.7,10/01/2012,Weekday,"(41.87695725, -87.76975039)"
4,JACKSON,5700 WEST,126,17.9,3,10/01/2012,Weekday,"(41.87702418, -87.76745055)"
6,JACKSON,LOTUS,126,74,11.2,10/01/2012,Weekday,"(41.87651300, -87.76144600)"
7,JACKSON,5351 WEST,126,14.3,2.5,10/01/2012,Weekday,"(41.87655197, -87.75892544)"
8,JACKSON,LOCKWOOD,126,62.4,14.1,10/01/2012,Weekday,"(41.87656400, -87.75731300)"
9,JACKSON,LARAMIE,126,0.1,0,10/01/2012,Weekday,"(41.87659463, -87.75461526)"
12,JACKSON,LAVERGNE,126,0,0,10/01/2012,Weekday,"(41.87662062, -87.74912362)"
13,JACKSON,4849 WEST,126,0,0,10/01/2012,Weekday,"(41.87668892, -87.74701737)"
14,JACKSON,CICERO,126,530.5,145.2,10/01/2012,Weekday,"(41.87676314, -87.74483066)"
15,JACKSON,KILPATRICK,126,51.6,13.1,10/01/2012,Weekday,"(41.87682975, -87.74254901)"
16,JACKSON,KENTON,126,16.2,8.1,10/01/2012,Weekday,"(41.87683358, -87.74058525)"
17,JACKSON,KOLMAR,126,17.9,5.2,10/01/2012,Weekday,"(41.87685748, -87.73934698)"
18,JACKSON,KILBOURN,126,56.4,29.6,10/01/2012,Weekday,"(41.87688572, -87.73761421)"
19,JACKSON,KOSTNER,126,95.1,28.2,10/01/2012,Weekday,"(41.87691497, -87.73515882)"
20,JACKSON,KILDARE,126,56.3,31,10/01/2012,Weekday,"(41.87693300, -87.73265000)"
21,JACKSON,KEELER,126,49.4,21.5,10/01/2012,Weekday,"(41.87696300, -87.73020000)"
22,JACKSON,KARLOV,126,25.1,36.1,10/01/2012,Weekday,"(41.87700660, -87.72780787)"
23,JACKSON,PULASKI,126,239.9,122,10/01/2012,Weekday,"(41.87704003, -87.72532923)"
24,JACKSON,SPRINGFIELD,126,32.1,16.6,10/01/2012,Weekday,"(41.87706855, -87.72295441)"
25,JACKSON,HAMLIN,126,60.3,54.6,10/01/2012,Weekday,"(41.87708065, -87.72082664)"
26,JACKSON,CENTRAL PARK,126,40.1,41.3,10/01/2012,Weekday,"(41.87714182, -87.71547720)"
27,JACKSON,ST. LOUIS,126,13.1,17.4,10/01/2012,Weekday,"(41.87718100, -87.71324100)"
29,JACKSON,SPAULDING,126,9.8,35.3,10/01/2012,Weekday,"(41.87723116, -87.70827664)"
30,JACKSON,KEDZIE,126,161.5,148.7,10/01/2012,Weekday,"(41.87725804, -87.70577393)"
31,JACKSON,ALBANY,126,20.1,28,10/01/2012,Weekday,"(41.87728800, -87.70332300)"
32,JACKSON,SACRAMENTO,126,54.8,34.6,10/01/2012,Weekday,"(41.87731800, -87.70086700)"
33,JACKSON,FRANCISCO,126,56.7,80.9,10/01/2012,Weekday,"(41.87734800, -87.69841000)"
34,JACKSON,CALIFORNIA,126,105.4,81.8,10/01/2012,Weekday,"(41.87737082, -87.69595515)"
35,JACKSON,WASHTENAW,126,30.8,16.8,10/01/2012,Weekday,"(41.87739943, -87.69355299)"
36,JACKSON,2609 WEST alley,126,8.4,8.3,10/01/2012,Weekday,"(41.87742360, -87.69165753)"
38,JACKSON,WESTERN,126,81.3,97.1,10/01/2012,Weekday,"(41.87747800, -87.68609300)"
39,JACKSON,OAKLEY,126,26.6,148.6,10/01/2012,Weekday,"(41.87749600, -87.68365200)"
40,JACKSON,LEAVITT,126,36.1,20.4,10/01/2012,Weekday,"(41.87754396, -87.68127094)"
41,JACKSON,HOYNE,126,32,85.3,10/01/2012,Weekday,"(41.87739502, -87.67873587)"
42,JACKSON,DAMEN,126,60.7,92.9,10/01/2012,Weekday,"(41.87742100, -87.67667235)"
44,DAMEN,CONGRESS,"50,126",50.7,38.6,10/01/2012,Weekday,"(41.87513747, -87.67664239)"
48,HARRISON,WOOD,126,1,1.5,10/01/2012,Weekday,"(41.87405900, -87.67133400)"
49,HARRISON,PAULINA,"126, 755",1.6,4.3,10/01/2012,Weekday,"(41.87409000, -87.66923100)"
50,ASHLAND,CONGRESS,"9,126",14.8,27,10/01/2012,Weekday,"(41.87508698, -87.66643194)"
51,ASHLAND,VAN BUREN,"9,126",100.9,260.7,10/01/2012,Weekday,"(41.87655158, -87.66651521)"
52,JACKSON,1900 W.(MALCOLM X COLL.),126,82.8,229,10/01/2012,Weekday,"(41.87743988, -87.67402389)"
53,JACKSON,OGDEN,126,23.6,26.8,10/01/2012,Weekday,"(41.87748733, -87.67103731)"
54,JACKSON,PAULINA,126,34.7,35,10/01/2012,Weekday,"(41.87752440, -87.66899047)"
55,JACKSON,ASHLAND,126,61.9,88.8,10/01/2012,Weekday,"(41.87755467, -87.66689065)"
56,JACKSON,LAFLIN,126,66.6,27.1,10/01/2012,Weekday,"(41.87759000, -87.66406800)"
57,JACKSON,LOOMIS,126,9.9,15.6,10/01/2012,Weekday,"(41.87763400, -87.66165200)"
59,JACKSON,RACINE,126,96,41.9,10/01/2012,Weekday,"(41.87772931, -87.65677916)"
60,JACKSON,ABERDEEN,126,24.9,6.5,10/01/2012,Weekday,"(41.87775100, -87.65433800)"
61,JACKSON,MORGAN,126,36.9,15.3,10/01/2012,Weekday,"(41.87780698, -87.65169869)"
63,JACKSON,PEORIA,126,69.7,83,10/01/2012,Weekday,"(41.87784819, -87.64946073)"
64,JACKSON,HALSTED,126,42,45.8,10/01/2012,Weekday,"(41.87788980, -87.64696658)"
65,JACKSON,DESPLAINES,126,66.7,103.6,10/01/2012,Weekday,"(41.87792686, -87.64375065)"
67,JACKSON,CANAL,"121,123",443.1,5.1,10/01/2012,Weekday,"(41.87799700, -87.63977600)"
69,JACKSON,FINANCIAL PLACE,"1,7,X28,126,129,130,132,151",118.4,185.4,10/01/2012,Weekday,"(41.87808100, -87.63286800)"
70,JACKSON,DEARBORN,"1,7,X28,126,129,130,151",208.5,476.9,10/01/2012,Weekday,"(41.87812100, -87.62946700)"
71,JACKSON,STATE,"1,7,X28,126,129,130",200.5,750.2,10/01/2012,Weekday,"(41.87814100, -87.62789900)"
72,JACKSON,WABASH,"1,7,X28,126,129",97.7,494.5,10/01/2012,Weekday,"(41.87820800, -87.62575200)"
73,MICHIGAN,betw. VAN BUREN & CONGRES,"1,3,4,7,J14,26,X28,126,129,132,143,147,148",965.5,921.5,10/01/2012,Weekday,"(41.87627100, -87.62439600)"
74,CONGRESS PLAZA,MICHIGAN,"7,126,132,143,147",138.8,250.3,10/01/2012,Weekday,"(41.87485809, -87.62355113)"
75,MICHIGAN,VAN BUREN,"1,7,X28,126,129",290.4,90.8,10/01/2012,Weekday,"(41.87669000, -87.62416000)"
76,MICHIGAN,JACKSON,"3,4,6,J14,26,143",427.4,1794.2,10/01/2012,Weekday,"(41.87813500, -87.62419300)"
77,ADAMS,WABASH,"1,7,X28,126,129,151",857.7,752.4,10/01/2012,Weekday,"(41.87957500, -87.62588400)"
80,ADAMS,WELLS,"1,7,X28,126,129,130,134,135,136,151,156",343.9,1172.2,10/01/2012,Weekday,"(41.87942600, -87.63402400)"
86,VAN BUREN,JEFFERSON,"125,126",11.8,12.1,10/01/2012,Weekday,"(41.87677800, -87.64231900)"
87,VAN BUREN,DESPLAINES,126,15.3,14.7,10/01/2012,Weekday,"(41.87676000, -87.64378200)"
88,VAN BUREN,HALSTED,126,51.2,54,10/01/2012,Weekday,"(41.87672600, -87.64704800)"
89,VAN BUREN,PEORIA,126,17.5,51.2,10/01/2012,Weekday,"(41.87668200, -87.64940100)"
92,VAN BUREN,ABERDEEN,126,15.9,28.8,10/01/2012,Weekday,"(41.87661688, -87.65440720)"
93,VAN BUREN,RACINE,126,25.8,40.9,10/01/2012,Weekday,"(41.87657583, -87.65680352)"
94,VAN BUREN,THROOP,126,14.9,45.7,10/01/2012,Weekday,"(41.87652937, -87.65932106)"
96,VAN BUREN,LAFLIN,126,13.1,33.2,10/01/2012,Weekday,"(41.87644665, -87.66410017)"
97,VAN BUREN,ASHLAND,126,94.2,59.6,10/01/2012,Weekday,"(41.87640948, -87.66647087)"
99,VAN BUREN,OGDEN,126,28.4,26.8,10/01/2012,Weekday,"(41.87632903, -87.67187647)"
100,VAN BUREN,1900 W.(MALCOLM X COLL.),126,153.8,108.4,10/01/2012,Weekday,"(41.87624200, -87.67405700)"
101,VAN BUREN,DAMEN,126,24,16,10/01/2012,Weekday,"(41.87624000, -87.67607200)"
103,HARRISON,PAULINA,"126, 755",0.3,0.4,10/01/2012,Weekday,"(41.87421000, -87.66897000)"
107,HARRISON,OGDEN,"7,126",237.6,332.4,10/01/2012,Weekday,"(41.87414150, -87.67454701)"
108,HARRISON,DAMEN,"7,126",61.5,49.4,10/01/2012,Weekday,"(41.87410934, -87.67632053)"
111,DAMEN,JACKSON,50,163.9,187.7,10/01/2012,Weekday,"(41.87740942, -87.67635136)"
118,JACKSON,ROCKWELL,126,8.6,9.3,10/01/2012,Weekday,"(41.87755894, -87.69097077)"
119,JACKSON,WASHTENAW,126,24,41.4,10/01/2012,Weekday,"(41.87752503, -87.69403232)"
120,JACKSON,CALIFORNIA,126,95.3,98.5,10/01/2012,Weekday,"(41.87749585, -87.69648347)"
121,JACKSON,FRANCISCO,126,64.2,57.5,10/01/2012,Weekday,"(41.87747326, -87.69877880)"
122,JACKSON,SACRAMENTO,126,44.1,60.3,10/01/2012,Weekday,"(41.87744329, -87.70133446)"
123,JACKSON,ALBANY,126,17.5,31.1,10/01/2012,Weekday,"(41.87740982, -87.70378269)"
124,JACKSON,KEDZIE,126,190.4,129.8,10/01/2012,Weekday,"(41.87739519, -87.70627812)"
125,JACKSON,SPAULDING,126,5.3,15.8,10/01/2012,Weekday,"(41.87737010, -87.70855292)"
126,JACKSON,HOMAN,126,87.1,104.5,10/01/2012,Weekday,"(41.87735315, -87.71111733)"
127,JACKSON,ST. LOUIS,126,11.5,23.6,10/01/2012,Weekday,"(41.87730566, -87.71365567)"
128,CENTRAL PARK,JACKSON,126,35.7,26.9,10/01/2012,Weekday,"(41.87701673, -87.71586950)"
129,JACKSON,HAMLIN,126,27.5,51.2,10/01/2012,Weekday,"(41.87721050, -87.72104802)"
130,JACKSON,SPRINGFIELD,126,12.1,51.4,10/01/2012,Weekday,"(41.87716840, -87.72332492)"
